text,emotion,source,confidence
추석 .MANHWA https   youtu be WK7qh4NYj40 si wXGRVVd8EZusyBkp  Official Audio  장기하  Chang Kiha    뭘 잘못한 걸까요 Official Audio  장기하  Chang Kiha    뭘 잘못한 걸까요Artist   장기하  Chang Kiha Album Title   공중부양Release   2022 02 22장기하 CHANG KIHA  Official  Instagram   https   www   youtu be기념일 마다 찾아오는 감성팔이 만화입니다    다들 즐거운 한가위 되시길   본인  헌팅하는 만화      MANHWA  본인  강아지 이름 지어 주는 만화     MANHWA  본인  SNS 계정 삭제한 썰     MANHWA  본인  알바 구하는 만화     MANHWA,분노,dcinside,0.6
대충 히로시마 갔다온 사진 얼마전에 출장갔다가 대가리꺾이고 카메라완전 고장난게이임바로또 히로시마출장을 가야해서 회사 오래된 카메라를 일단 들고갔는데내가 사진 못찍는것도 있겠지만 역체감이 느무 심해서 이래서 좋은카메라 쓰는구나 느끼고 울면서 그나마 몇장 찍어온거 올려봄   옛날에 이정도급도 좋다고 썼었는데 인간이 참 간사한듯  나는 일본에 살아서 신칸센타고 히로시마역으로 감대충 신오사카에서 한시간반도 안되서 도착 역주변  히로시마역 안에 있던 라멘집어떻게 라멘집이름이 폭탄가게   ㅋㅋㅋ 히로시마 카프 야구팀으로 실내 인테리어 히로시마도 오사카못지않게 야구 좋아하는사람 많은듯오사카에서 왔냐고 안하고 한신에서왓냐 그러고 오사카에선 보기 힘든 간장베이스 츠케다레 츠케멘 히로시마 첨가봤는데 길이 넓더라 한번 다 없어지고 새로 지어서 그런가 마주보는 길 한복판 전철 오사카에선 칭칭덴샤 라그러는데 히로시만 뭐라그러나 모르겠네 호텔 앞 거리 카메라 렌즈 테스트 크롭바디도 첨써봐서 너무 당황스러웠음,기쁨,dcinside,0.6
쿨타임 찬거 같아서 오랜만에 달리는 sooc 모음집 Shot on iPhone아이폰조아출처  디지털 사진 갤러리  원본 보기,중립,dcinside,0.6
메이플 콜라보 기념 디맥콘 DIY 제작기 안녕하세요  메이플스토리라는 게임과 DJ MAX를 즐기고 있는 유저입니다 이번에 DJ MAX와 메이플스토리 콜라보 DLC가 출시 되었잖아요 평소에 메이플스토리를 주로 하기에  이번 DLC가 되게 반갑게 느껴졌습니다평소에 리듬게임을 좋아해서  VR기기를 구비해 비트세이버나 호미콘을 이용한 태고의 달인을 많이 즐기는 만큼 이번에 DJ MAX를 좀 더 재밌게 즐기기 위한 디맥콘을 제작하기로 마음 먹었습니다 처음엔 어려웠지만   진행을 하다보니 결국은 완성을 했고 충분히 만족스러운 퀄리티로 디맥을 즐길 수 있게 된것같네요 디맥을 좋아하시는분들에게도 보여드리고 싶어 제작기를 쓰게 되었습니다   설계  기초스케치   콘솔의 크기를 구상해야하는데  왼손과 오른손이 가장 편한 위치를 그리고 자주 쓰는 키보드의 크기를 치수를 설정했습니다 버튼의 배열은 평소 6KEY 플레이 또는  4KEY 플레이만 하기 때문에 6KEY 기준으로 버튼을 배열을 구상했습니다  R,놀라움,dcinside,0.6
깜짝상자-上 깜짝상자 下 보러가기출처  카툰 연재 갤러리  원본 보기,놀라움,dcinside,0.6
홈마카세) 올해 먹은 식사중에 최고였다 오랜만에 홈마카세다 내일 할 메뉴들    재료비는 60조금 오바할듯4명이서 배찢어지게 먹을듯차완무시 파튀김 트러플오일 사바이소베마끼 실파 생강 표고조림 무시아와비 소금 뿌와 전복튀김  게우소스 우나기 카바야끼 우나기 오차츠케네기도로 유부말이네기도로 김부각남발게 대게  폰즈오이네기도로밥 네기도로 단새우 우니 이쿠라 금태밥 샤리 단새우 금태뼈로 우려낸 다시에 미소 풀어서 장국으로 내자니기리 전어 나카즈미 보리새우단새우아일랜드 자연산 아카미 고봉초타마고마끼 간뾰 와사비는 시즈오카 생와사비 벌써부터 준비중   오늘 단새우까고 전복삶아놓고 참치 해동시키고 할 일이 엄청나네  dc official App  홈마카세  올해 먹은 식사중에 최고였다거진 한달 반만에 홈마카세 준비했다   이번엔 가족들 직원들이 아니고 동네에 사케모임이 있는데 스시를 많이 먹는 사람들 초대한거라 부담되면서도 높은 코스트의 재료를 양껏 쓸 수 있어서 좋았음 식사 도중에 감탄과 감사,기쁨,dcinside,0.6
니끼끼 북한산 백운대까지2 스페인 순례길산 가리비 껍질 달고 댕기시던 분ㅋㅋ미세먼지 없으니깐 서해가 보임 ㅎㄷㄷㄷ맨오른쪽 높은 산이 50키로메다 떨어진 강화도 마니산 중간쯤 섬은 60키로메다 떨어진 잠봉도숨은 벽 내려가는 길저번에 처음왔을 때 헤맸던 길 ㅋㅋㅋ겁나 음산하고 추움넘나 달고 시원하고   길 맹글어주신 분 넘나 고맙읍니다    ㅜㅜ여기 진짜 넘 조흠 게임지역 넘어가는 느낌넘어가면 불암산과 수락산이 보이는이런 뷰가 나옴도봉산   인수봉  수락산사패산인가  계곡물에 세수할 때 넘나 시원하고 기부니 조흠이거 목이버섯인가 인수봉  시리즈  같은 날 숨은벽까지   니끼끼 가을 북한산 숨은벽 버섯이랑 계곡물 보삼 40장미세먼지가 없으니깐 눈이 넘 시원했다 니끼끼 가을 북한산 숨은벽 버섯이랑 계곡물 보삼 40장 보러가기출처  디지털 사진 갤러리  원본 보기,두려움,dcinside,0.6
어휴 간만에 밤새 sff겜기 만들었네 ㅎㅎ 나름 슾한 일인용 겜기 제작전에 만들어봤던건데 프린터 바꿔서 새로 만들어봄비싼프린터도 출력실패는 나는구나  여튼 파츠 21개 다 뽑고 조립 기본틀 잡아주고  아스트로미니 세가 정품이랑 비교앞에있는게 전에쓰던 프린터로 뽑은 화면부   차이가   역시 돈이 좋아   4인치 미드레인지 스피커에 고음용 트위터도 넣어줌led도 배선하고  배터리랑 오드로이드 내장앰프랑 노이즈제거 필터도 달아주고  배면인쇄 주문제작한 아크릴도 쏘옥랜 연장 usb연장얼추 마지막 전원 배선들 해주고  남자는 선정리 따윈 없다 걍 뚜닫하면 안보임볼륨노브도 통알루 고급으로  위쪽 전원은 전면 led스위치베터리 게이져랑 충전단자 메인전원테스트가동  올만에 만들어서 오래걸리긴 했는데 배선실수 없이 한방에   굿    led전원키면 요래 들어옴루피 뒤에 있는게 아스트로시티그나저나 2년전 만들때보다 부품가격들 엄청올랐네    ㅜㅜ재료비만 5700g 데나노 만드는돈이 드네 젠장 ㅋㅋ근,기쁨,dcinside,0.6
GBA SP 수리 및 개조일기 플럭스 오기만을 오매불망 기다리다가 드디어 오늘와서 수리랑 개조 하고 혹시라도 보고 참고할 사람있을까봐 과정 찍어봤음 준비물은 SP 순정 퍼니플래잉 IPS 3 0 익스트림레이트 쉘 기타 납땜도구들 일단 망가진 L키부터 수리 나사 어디 빼고 이런 기본적인건 스킵하겠음 BW로 살릴수있으면 좋았겠지만 안되길래 그냥 교체하기로함 납땜부위에 플럭스 발라주고 숄더 윅으로 납 흡수해서 때면되는데 ㅈㄴ힘듬  걍 돈 더 주고 납 흡입기 쓰는게 나을듯 안그래도 핀 튀어나온거라 윅으로 감싸듯이해야해서 시간 좀 걸리더라 다 땠으면 IPS로 닦아주고 새거 삽입 새거 장착하는건 그리 어렵지않음 수리 완료 R키도 바꿀까하다가 귀찬아서 냅둠 다음은 쉘이랑 액정 교체하기 기판 분해하고 액정 전면에 고무랑 나사들 전부 제거해줌 다시쓸거면 조심해서 빼야하는데 바꿀꺼니 걍 다 난자질해버림 완전히 분해가 끝났으면 힌지를 분해해줘야함 힌지는 쉘 사도 안오기 때문에 순정걸 추출해야한다 핀 안부,기쁨,dcinside,0.6
[스압] 첫글임. 여태 그린 낙서들 재밌다봐줘서 감사  dc official App출처  그림 갤러리  원본 보기,중립,dcinside,0.6
스압)  올해의 마지막 자전거여행 섬진강 종주를 위해 광양 터미널로 이동후 숙박 이때 멈췄어야했다 길은 너무 이쁜데  전날 비가많이와서 너무 미끄럽다  욕주의  결국 다운   이끼구간에서 끌바링 ㅅㅂ 전남 곡성 어딘가 먼가 무서워서 무정차로 빠르게넘어갔다 여기서 물마실라 했는데 문닫아서 어디 마을회관가서 물 동냥함 ㅋㅋ 이름모를 고개넘어 순창에서 하루 자고  순창 시내 왜캐좋음   영산강 시작 길 너무이쁘고 좋은데 왜 현지인들은 맨날 욕할까  죽은 며느리도 살아돌아온다는 전설의 라도밥상 별거 없어보이는 밥상인디 모든 반찬이 그냥 예술이었음 느러지 부근에서 어떤 형님을 만나 같이가면서 이런저런 세상사는얘기 들으면서 재밌게 갔다 이런게 자전거여행의 묘미가아닐까  우리나라도 가만보면 외국 못지않게 이쁜곳이 많다 영산강 끝 사이드월 찢어졌더라 영산강 그래블코스에서 찢어진듯 급하게 패치로 막고 탐  여행끝날때까지 버틴게 레전드  목포는 참 신기했다  항구도시는 으레 시끌벅적하던데 뭔가 조용했,분노,dcinside,0.6
유럽 한달여행 (50장 꽉) 프로비아는 저번 글이랑 겹치는 사진들 있음 몇몇 장노출은 삼각대 없이 갖고있는 물건이랑  디카 배터리  지갑 등등  평평한 난간 이용해서 고생하며 찍었다   ㅋㅋㅋㅋ 심지어 두브로브니크 야경 사진은 셔터릴리즈 두고 나와서 카메라 누르면서 벌브 쓰거나 최대한 타이머로 해결함ㅋㅋㅋㅋ 그리고 오스트리아 비엔나는 슈테판 대성당  벨베데레궁 빼고 전부 비포 선라이즈 촬영지 감 유럽 시작 전 번외로 이스라엘   250D   엑타100   엑스트라400 헝가리  부다페스트   250D   엑타100 체코  프라하  보헤미안 파라다이스   250D   엑타100   프로비아100 오스트리아  비엔나   엑스트라400 알바니아  슈코드라  티라나   250D 몬테네그로  코토르  페라스트  스베티 스테판   250D   프로비아100 크로아티아  두브로브니크   프로비아100 Nikon FM2 AF Nikkor 50mm f 1 8D   알리익스프레스 핸드그립   셔터릴리,슬픔,dcinside,0.6
대충 조혈모세포 기증하고 온거 썰 풀어준다는 글 갤 주제랑 관련도 없는 글을 장문으로 쓰게 된 것에 먼저 양해를 구함  가시고기라는 소설을 읽어본 사람들은 알겠지만 조혈모 기증이라는게 백혈병 환자들한테 건강한 조혈모 피를 만들어주는 세포를 이식해주는  옛날에 골수이식이라고 불렸던 그거 맞다  다만 옛날처럼 골반뼈에 주삿바늘을 박아넣고 직접 골수를 뽑아내는 방식은 정말 부득이한 경우에만 하고 지금은 성분헌혈이랑 비슷하게 피를 뽑아서 걸러내는 말초혈 방식이 훨씬 보편적이지  원래 이런거 막 자랑하고 다니는 성격은 아닌데  워낙 해보기 힘든 경험이기도 하고 또 이런거에 막연히 두려움이나 생소함을 느끼는 사람들이 많아서 그런지 협회에서도 온라인 후기를 은근히 장려하는 느낌이더라고  그래서 경험담 들려주는 겸 해서 어떤 과정으로 기증이 진행이 된건지 한번 자세하게 썰을 풀어볼까 해  사실 메인 갈까봐 쫄려서 쓰기 전에 좀 망설였는데 어차피 힛갤 없어질 예정이라니까 가든말든 그냥 신경 끄고 맘,분노,dcinside,0.6
심심해서 올리는 니콘 9000ed 예토전생기 (스압) 요번에 돈모아서 스캐너 삼황콘  쿨 스캔 9000ed 이마콘 이하로 최고 성능을 자랑하며어떨땐 이마콘 보다 더 높은 편리함을 보여주는가정용 스캐너의 끝판 왕  진짜임 X5 한때 작업용으로 5년 사용함 평소 소형용으로 5000ed 사용하며너무 만족해서꼭 중형용으로 사야지 하며 맘먹고 주문함ICE  4000DPi  이걸 어케 참누중고거래를 직접 만나서 하고싶지만거주지역 특성상 너무  멀어서 택배거래  하기로 함근데ㄹㅇ 이꼴로 도착  ㅋㅋ하 시밫 사실 쥰나게 흔한 일이미지들은 구글에  쿨스캔 배송중 파손 으로 검색하면 나옴   검색해도 더 나오는데 귀찮아서 이정도만   애초에 공장에서 나오는 택배 박스로 거래해도니끼끼 이놈들이 택배거래를 염두로 두고 판매한것이 아니고 대규모 사진 전문 리테일 스토어에서 직접 구매하도록 배송 프로세스를 염두해두고 박스를 디자인 하였다 함 그래서 이걸 택배로 받으면 90퍼센트 이상 저 전면 플레이트가 박살,기쁨,dcinside,0.6
이번에 새로만든 고스트 제작기 주문받아서 만든 사기라의 의체 고스트  1편 한달전에 아는 아죠씨랑 같이 데스티니 시작했는데 재밋어서 DLC사서 계속하다가같이하는 아죠씨가 사기라 피규어 제작 가능하냐해서 가능해다해서 만들기 시작전투력은 중간에 피규어 제작하러가서 낮음 ㅋㅋㅋㅋ일반 사기라는 좀 밋밋해서 사기라의 의체를 컨셉으로 잡고형하고 같이 3D 모델 작업 들어가기 시작했고도색과 조립이 편하게 어느정도 분리가 되도록 만들었음제작한 모델을 3D프린터로 출력하고 이소프로필 알콜로 세척 후 경화작업여기는 코어 부분출력한 코어들이 잘 조립이 되는지 확인했는데 잘 들어가서 기분이 좋았음이거는 코어 앞에 떠댕기는 판넬같은 장식일반적인 사각 받침대는 멋이 없어서 오시리스의 저주 트레일러에 나오는 피라미드처럼 만들어봤음근데 만들다보니 욕심이 생겨서 조금 더 멋있게 만들고싶어짐이게 탈착식 오벨리스크아래 네오디뮴 자석 박앗슴근데 3D프린터로 출력을 하는데 피라미드가 너무 커서 출력작업이 불가능했음 ㅋㅋ,분노,dcinside,0.6
더 작고 섬세하게 만드는 종이 땅꾸들 처음엔 1 35 스케일 티거 A4기준 1 50을 A5에 복사해서 만든 마우스 이후로도 저 스케일로 만들기 시작했음 점점 사소한거에 신경 쓰기 시작했음 스트라브 103 같은경우에는 서스펜션 움직이는거 최대한 따라했음 4호 h형같은경우에는 바퀴 지름이 5미리라 작아서 고생했었음 판터 같은경우에는 처음으로 궤도를 하나하나 만들어보고  최대한 깔끔하게 만드는걸 목표로 했음 그리고 2년이 넘게 완성을 못시키고 있는 비운의 3돌같은경우 판터는 궤도 폭이 그래도 8 9미리 정도는 되었는데 얘는 폭이 5미리다보니 더 고생했고 돌격전차다보니 머리가 안돌아가서 주포라도 최대한 디테일을 살려보자 해서 별건 아니고 피스톤운동이 가능하게 만들어줬음 궤도도 움직일 수 있게 만들다보니 기동륜도 돌아가야겠단 생각에 어케 돌리지 고민하다 2년이 지나간 녀석임ㅠㅠ 마지막은 지금껏 만든 종이 땅꾸들   dc official App출처  토이 갤러리  원본 보기,놀라움,dcinside,0.6
고시엔 직관.hugi 오사카 여행갔다가 한신 18년 역사 찍먹해봄일본야구 1도 모른상태로 일본야구 문화를 느껴보고싶다  하고 무지성으로 티켓팅함  TMI지만 쌍방울 기아 타이거즈 팬임   타이거즈는 타이거즈니까 13일 경기 예매해서 첫직관에서 만리런까는거봄ㅋ 이건 그다음날 우승확정당시 에비스다리에 있었음 여기갤 첨와보는데 썰풀어도댐    dc official App  고시엔 직관 hugi무지성 오사카 여행을 계획하다가이번시즌 한국야구 직관을 좀많이다가보니  일본 야구문화는 어떤지 궁금하기도하고  느껴보고 싶기도해서9월 13일 한신 타이거즈 VS 요미우리 자이언츠 경기를 예매했음 짧디짧은 오사카여행중에 하루를 야친놈에게 내어준 와이프에게 압도적 감사 예매하면서 알게되었는데  한국야구는 경기시작일 일주일전에 티켓이 오픈되는데  일본야구는 2월인가  시즌시작할때 모든경기가 오픈되는거같았음 ㄷㄷ문화차이 오진다  나도 미리 예매한다고 6월에 예매해놨는데  홈쪽은 거의 매진에 2연석이 없어서 ,기쁨,dcinside,0.6
미니 브리프케이스 완성 (제작기+완성샷) 디자인  사이즈 결정 후 패턴 제작 패턴 재단해주고 뚜껑에 잠금장식 들어갈 위치 보는중 가죽도 패턴따라 정재단 해주고 핸들이 어려울 것 같아서 핸들부터 만들어 줬음  핸들 심지가 없어서 1T 텍션 겹쳐서 심지를 만들어 보기로 함  가죽이 두툼해서 심지는 울퉁불퉁하든 말든 그냥 대충 깎아 줬고 가죽으로 덮어준 다음에 본폴더   가 없어서 슬리커로 꾹꾹 모양대로 눌러 줌 접착했으면 재단해주고 스티칭하고 엣지까지 발라주면 핸들은 마무리 뚜껑도 건드리기 시작 모양이 단단하게 잡혔으면 해서 뚜껑은 가죽을 한 장 더 덧대어 줬음 이렇게 덧대어 주고  두께때문에 잠금장식이 안 들어가니 덧댄 판때기는 잠금장식 들어갈 모양대로 재단해줬음 잠금장식 달고 베이스코트 엣지코트 사포질 엣지코트 사포질 엣지코트 반복하다 보면 엣지 마무리 핸들 위치 표시해주고 핸들 달고 전체 스티칭하면 뚜껑 완성 이제 몸체로 넘어가서  옆판 접힐 부분을 엣지비벨러로 살짝 깎아 줬음  ,슬픔,dcinside,0.6
일본우동투어 7편 후쿠오카현 (완) 일본우동투어 1편 아키타현 이나니와 우동이나니와우동 사토 요스케 1860년 개업 본점은 도쿄에서 6시간거리라서 게이같이 포기 도쿄역에서 5분거리 지점에 갔음 우동 면 말린거라는데 맥주마려운맛 우동 1400엔 아키타 사과쥬스 580엔 저녁시간이라서 봉사료 10퍼센트 합 198엔 총 2178엔 우동은 소스두개에 찍어먹는거였는데 갈색이 간장 베이지색이 참깨 같았음 참깨가 맛있더라 면발이 탱글탱글함 시즈카 찌찌같음 사과주스는 걍 평범했음 콜라먹을껄 장점 도쿄역에서 아주 가까운 접근성 장사를 늦게까지함  20시30분경 까지   일본우동투어 2편 군마현 미즈사와우동도쿄역에서 신칸센을타고 한시간 다카사키역  편도 5 020엔  에서 이타호온센행 버스로 환승 배차간격은 약 한시간 미즈사와 정류장까지도 약 한시간  편도 960엔  미즈사와 우동 거리가 오늘의 목적지 오사와야 본점 외부수리중인데 아무튼 우리식당 정상영업합니다 입구 헤이세이6년  1994년  제 52,놀라움,dcinside,0.6
이광수 만난 manhwa 잘  먹고 갑니다    dc official App  생각나서 그리는 옥택연 본 썰  스즈메의 문단속 후기 manhwa한국영화계는 이대로 씹창나서 그쪽 업계 사람들 울고불고 똥오줌 질질 흘리면서 후회 대차게 하는 꼴 좀 보고싶음 영화가 장난이야   영화 던전앤드래곤  존윅4 후기만화 manhwa출처  카툰 연재 갤러리  원본 보기,분노,dcinside,0.6
지리산 노고단 당일치기 후기 22시 서울에서 출발02시 성삼재 주차장 도착06시 등산10시 하산 후 서울 출발막포   삼양 35 150살면서 별 제일 많이보고 무턱대고 삼각대 피고 사진 찍는데 바람도 많이 불고 잘 안나와서 포기 동네 뒷산급으로 편하게 올라갈 수 있고 중간중간 운해가 미쳤고 날씨가 좋아서 하늘도 쨍한게 너무 좋았음마지막으로 추천하는 시간대는 3시부터 등산해서 일출 운해 보는게 좋을것 같고노고단 끝까지 가려면 사전에 예약해서 카톡으로 QR 받아야함  https   reservation knps or kr contents T serviceGuideIntro do  국립공원공단 예약시스템국립공원공단 예약시스템reservation knps or kr50 4 경복궁 야간개장_컨버터막포 50 4금 정품등록 이벤트 시루이 삼각대 들고 깝쳤다가 폰카한테 밀림   삼각대 있어도 야간촬영은 어려움몇몇 사진은 라룸 사진병합 포토샵 지우기 Ai 까지 포함출처  디지털 사진 갤러리  원본 ,기쁨,dcinside,0.6
